archivo,parte_cuerpo,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5
f074429fe5_left_hand.png,mano,dolor,0.13463333249092102,cuerpo contaminado,0.04516219720244408,acción ritual,0.043797168880701065,gesto violento,0.03742264211177826,cuerpo invisible,0.03154772147536278
48b1e7c295_left_hand.png,mano,acción ritual,0.06988448649644852,dolor,0.05277623236179352,mano abierta,0.05089972913265228,cuerpo cubierto,0.03935087099671364,escena del crimen,0.037643663585186005
455434273b_torso.png,torso,escena del crimen,0.17047612369060516,huella forense,0.13816192746162415,acción ritual,0.0839211717247963,violencia,0.05412614718079567,violencia estructural,0.030755678191781044
8550127b7e_right_hand.png,mano,escena del crimen,0.15562763810157776,violencia,0.039515648037195206,violencia estructural,0.03819577768445015,cuerpo víctima,0.028661001473665237,cuerpo espectral,0.027590682730078697
48b1e7c295_right_hand.png,mano,identidad borrada,0.12846705317497253,acción ritual,0.11609839648008347,mano abierta,0.041718047112226486,cuerpo cubierto de barro,0.039230186492204666,escena del crimen,0.02911750227212906
ebb0882f8b_right_hand.png,mano,escena del crimen,0.1722678691148758,mano abierta,0.09970460832118988,acción ritual,0.043215617537498474,cuerpo cubierto,0.04211512580513954,huella forense,0.032369717955589294
c241aff098_right_hand.png,mano,identidad borrada,0.10705317556858063,escena del crimen,0.045439448207616806,vulnerabilidad desnuda,0.044179320335388184,materiales precarios,0.041819680482149124,cuerpo fragmentado,0.030671073123812675
bc60e4f539_left_foot.png,pie,cuerpo cubierto,0.09099558740854263,cuerpo precarizado,0.07503532618284225,cuerpo víctima,0.07087473571300507,cuerpo cubierto de barro,0.06707137078046799,cuerpo anónimo,0.05430403724312782
09e8ca8262_left_hand.png,mano,huella forense,0.10308538377285004,cuerpo fragmentado,0.08345672488212585,cuerpo espectral,0.0706438347697258,materiales precarios,0.04895847663283348,materialidad degradada,0.04193435236811638
0754b0178b_fallback.png,indeterminado,cuerpo fragmentado,0.1924591213464737,violencia estructural,0.06836448609828949,vulnerabilidad desnuda,0.05425639823079109,materiales precarios,0.05246107652783394,textil y carne,0.046969328075647354
455434273b_right_hand.png,mano,escena del crimen,0.19587308168411255,huella forense,0.10865919291973114,violencia,0.06258056312799454,acción ritual,0.05126611515879631,mancha de sangre,0.035191331058740616
6c2177666c_torso.png,torso,vulnerabilidad desnuda,0.10238146036863327,materiales precarios,0.0683441311120987,cuerpo en descomposición,0.03704744949936867,cuerpo sin identidad,0.032847583293914795,cuerpo en galería,0.025771498680114746
a38b49ee06_fallback.png,indeterminado,materialidad degradada,0.21907266974449158,cuerpo como archivo,0.07191762328147888,textil y carne,0.07093837112188339,materiales precarios,0.04985827952623367,escena del crimen,0.04418699070811272
69c9e88c5f_head.png,cabeza,tensión,0.07497616112232208,mano abierta,0.05540376529097557,presencia,0.053071729838848114,mano en tensión,0.041790738701820374,pesadez,0.04087976738810539
1c9207d247_right_hand.png,mano,huella forense,0.7594190239906311,cuerpo fragmentado,0.023918282240629196,carne abierta,0.017210615798830986,escena del crimen,0.01612340845167637,cuerpo cubierto de barro,0.010960325598716736
1c7da02fd8_fallback.png,indeterminado,cuerpo fragmentado,0.06798044592142105,silencio,0.06734690070152283,huella forense,0.059246793389320374,materiales precarios,0.05398208275437355,vulnerabilidad desnuda,0.04324422776699066
b4cfc51ead_left_foot.png,pie,acción ritual,0.0790344849228859,escena del crimen,0.06678183376789093,mancha de sangre,0.04601738601922989,agotamiento,0.043077316135168076,vulnerabilidad desnuda,0.028262648731470108
cdb0069b29_head.png,cabeza,mano abierta,0.04322187602519989,escena del crimen,0.04266311973333359,cuerpo anónimo,0.03368949145078659,tensión,0.032628383487463,mano en tensión,0.03176191821694374
e08fde6a13_right_hand.png,mano,cuerpo en la calle,0.1755845695734024,cuerpo invisible,0.036912720650434494,cuerpo en la ciudad,0.03128257766366005,cuerpo arrastrado,0.031249240040779114,cuerpo agotado,0.0273422971367836
708369b542_left_hand.png,mano,cuerpo como archivo,0.06251662969589233,cuerpo sin identidad,0.03665599972009659,cuerpo como memoria,0.033752478659152985,cuerpo en espacio público,0.033751703798770905,exposición,0.03131946921348572
74a343ee38_fallback.png,indeterminado,cuerpo en galería,0.18056952953338623,cuerpo fragmentado,0.05212577059864998,vulnerabilidad desnuda,0.04511488229036331,cuerpo oculto,0.03512297570705414,cuerpo irreconocible,0.030141856521368027
96c1193acf_right_foot.png,pie,huella forense,0.09611789137125015,tensión,0.03538462519645691,escena del crimen,0.03400362655520439,cuerpo cubierto,0.0331607349216938,dolor,0.03205019235610962
34d12b35c6_fallback.png,indeterminado,cuerpo espectral,0.32481154799461365,cuerpo fragmentado,0.1315690577030182,cuerpo oculto,0.04060564562678337,cuerpo en galería,0.037359755486249924,silencio,0.03669365867972374
ebc525b9ac_fallback.png,indeterminado,inmovilidad,0.29202473163604736,exposición,0.0843503549695015,materiales precarios,0.0459577776491642,acción ritual,0.04189590737223625,materialidad degradada,0.03825434669852257
759c961b97_left_hand.png,mano,cuerpo fragmentado,0.07378286123275757,cuerpo espectral,0.02790878154337406,textil y carne,0.02548384666442871,cuerpo víctima,0.024174606427550316,cuerpo sin identidad,0.02128101885318756
7616e1f427_fallback.png,indeterminado,inmovilidad,0.34522897005081177,textil y carne,0.11052083969116211,huella forense,0.08968962728977203,violencia,0.04045166075229645,violencia política,0.029367053881287575
d34a8d2641_right_foot.png,pie,huella forense,0.07803882658481598,cuerpo fragmentado,0.05628671869635582,cuerpo espectral,0.04600388929247856,carne abierta,0.03730009123682976,textil y carne,0.03702464699745178
20aab81aeb_fallback.png,indeterminado,materiales precarios,0.3407661020755768,cuerpo fragmentado,0.08192843943834305,materialidad degradada,0.0317441001534462,huella forense,0.029875420033931732,vulnerabilidad desnuda,0.028696954250335693
a0fff01b15_right_foot.png,pie,cuerpo cubierto de barro,0.16410695016384125,huella forense,0.08632271736860275,cuerpo fuera de lugar,0.050113216042518616,cuerpo fragmentado,0.048546019941568375,materialidad degradada,0.04619596526026726
ebd6ca8ce6_fallback.png,indeterminado,cuerpo fragmentado,0.17473696172237396,cuerpo marginado,0.06212650239467621,identidad borrada,0.05051272734999657,cuerpo irreconocible,0.02931246906518936,textil y carne,0.027260541915893555
187a0eb528_torso.png,torso,materiales precarios,0.06132250651717186,sostener un cuerpo,0.03273198381066322,cuerpo con basura,0.028706764802336693,cuerpo desplazado en el espacio,0.026899287477135658,textil y carne,0.025309965014457703
9604570c35_left_foot.png,pie,acción ritual,0.12220463156700134,sufrimiento,0.09401009976863861,huella forense,0.08523288369178772,mancha de sangre,0.054487794637680054,cuerpo con basura,0.04344966262578964
a805a063c0_right_hand.png,mano,materiales precarios,0.2789246737957001,cuerpo fragmentado,0.23220326006412506,violencia estructural,0.037531036883592606,materialidad degradada,0.029274113476276398,intimidad interrumpida,0.019671186804771423
7c6c9e37e7_right_hand.png,mano,materiales precarios,0.10207907855510712,cuerpo fragmentado,0.051127105951309204,identidad borrada,0.047554370015859604,cuerpo como memoria,0.04666341841220856,materialidad degradada,0.04496564716100693
b8fed4fa1d_head.png,cabeza,escena del crimen,0.26954206824302673,violencia estructural,0.05308377742767334,cuerpo sin resistencia,0.02803412824869156,acción ritual,0.026487965136766434,violencia,0.01891818270087242
c0ebcbe97b_left_hand.png,mano,cuerpo cubierto,0.07528697699308395,cuerpo víctima,0.06425955891609192,cuerpo frágil,0.05513210967183113,cuerpo inmóvil,0.04135888069868088,cuerpo anónimo,0.03555050492286682
7f2dc86dce_fallback.png,indeterminado,materialidad degradada,0.1300347000360489,resto corporal,0.10411638766527176,vulnerabilidad desnuda,0.07298614084720612,acción ritual,0.06309632956981659,identidad borrada,0.05937942489981651
1e036e2ff0_left_hand.png,mano,huella forense,0.3091248869895935,residuo orgánico,0.06510195881128311,cuerpo fragmentado,0.057095710188150406,cuerpo cubierto de barro,0.04677371680736542,cuerpo cubierto,0.04232557862997055
cef1b28355_right_foot.png,pie,materiales precarios,0.1659095138311386,cuerpo fragmentado,0.07474006712436676,huella forense,0.051108282059431076,escena del crimen,0.04788430407643318,identidad borrada,0.03372276946902275
2fec2bef56_left_foot.png,pie,identidad borrada,0.07276714593172073,indiferencia,0.06413183361291885,dolor,0.06175879389047623,textil y carne,0.04613026604056358,cuerpo sin identidad,0.030100785195827484
e66bc8ac2c_fallback.png,indeterminado,cuerpo espectral,0.11892509460449219,cuerpo fragmentado,0.11363224685192108,textil y carne,0.048497285693883896,cuerpo oculto,0.03126869350671768,mancha de sangre,0.029131343588232994
83882e525f_left_foot.png,pie,cuerpo cubierto,0.03776806220412254,cuerpo espectral,0.036185383796691895,huella forense,0.030416682362556458,cuerpo víctima,0.026915015652775764,residuo orgánico,0.026497788727283478
d5fa89416d_head.png,cabeza,escena del crimen,0.3385944068431854,acción ritual,0.07244972139596939,mano abierta,0.05460484325885773,huella forense,0.03881291300058365,cuerpo cubierto de barro,0.026767082512378693
ed91d36bb5_fallback.png,indeterminado,exposición,0.08797593414783478,acción ritual,0.08639980852603912,cuerpo fragmentado,0.07026264071464539,escena del crimen,0.06380949914455414,cuerpo en galería,0.058796174824237823
d7986362e6_fallback.png,indeterminado,cuerpo fragmentado,0.1306593269109726,silencio,0.09113578498363495,vulnerabilidad desnuda,0.07400643080472946,violencia estructural,0.0714600682258606,escena del crimen,0.06824244558811188
46a86c0e2b_left_foot.png,pie,silencio,0.05533827468752861,pesadez,0.03169945999979973,mano abierta,0.02972061187028885,cuerpo víctima,0.029364217072725296,cuerpo cubierto,0.028525881469249725
70b301b97a_left_foot.png,pie,cuerpo en la ciudad,0.055643875151872635,cuerpo en la calle,0.04044106975197792,cuerpo frágil,0.03387857601046562,cuerpo cubierto,0.030438728630542755,cuerpo víctima,0.028898512944579124
06b121536f_fallback.png,indeterminado,exposición,0.10166314244270325,cuerpo como archivo,0.08150451630353928,mano que agarra,0.0344994030892849,cuerpo en institución,0.03189851716160774,cuerpo fuera de lugar,0.031118253245949745
da2473171c_fallback.png,indeterminado,acción ritual,0.07941931486129761,escena del crimen,0.0667172372341156,cuerpo espectral,0.04897288605570793,materialidad degradada,0.04609360545873642,silencio,0.0362706258893013
0a3fb8f70c_right_foot.png,pie,mano abierta,0.07557883858680725,dolor,0.05278477445244789,violencia estructural,0.044118981808423996,vulnerabilidad desnuda,0.04320190101861954,intimidad interrumpida,0.039430197328329086
5cc1e5c166_torso.png,torso,huella forense,0.6535372138023376,textil y carne,0.03914143145084381,escena del crimen,0.02827771194279194,acción ritual,0.020902641117572784,carne abierta,0.018749341368675232
039b647a74_fallback.png,indeterminado,cuerpo espectral,0.23471444845199585,cuerpo fragmentado,0.15672704577445984,cuerpo como residuo,0.02603035606443882,cuerpo sin resistencia,0.02593476139008999,cuerpo marginado,0.025899020954966545
